id,corr
597482888244925439,0.9928595251462196
-8804736012241496866,0.9706966677437912
-2784205553788283389,0.8559138445917343
-4163667823969277427,0.8600074965938878
3552812983800087189,0.9443469456344108
2706346246917668274,0.9783064805750018
4653730693664545715,0.9838928095967474
4247699626393374160,0.986535846276712
6962670823213779451,0.9681956807142247
9215439092645698092,0.933263912925608
-8600080249341020165,0.9295711036183413
-6402062372968658256,0.9130551557469855
-2245865642014600894,0.9493298716482838
-8565901131316229741,0.9261503878977596
-4009282103120353591,0.9108330164947427
-795369910588989768,0.9938274258302456
-7953069587720831523,0.867829125160379
8898624918093963190,0.966064414768264
2233841196351765158,0.97467244314246
-6045502999376153192,0.9390153389426401
1349145957645931961,0.8662995894739145
-6417966771790123446,0.9606038491807971
7719857027067017307,0.8656325689550032
-4897276883879247528,0.9835791880078304
4696726114405039675,0
5509079039427758230,0.8640738206551246
-2316650173778466960,0.8792244401516779
-1475701498144664345,0.99631946525098
-1585390730585663097,0.9902150246613886
-7221336373676436275,0.8655994265315332
8995275844685777109,0.9890381287805706
5793451997011396719,
7645031637168148427,0.9094996481627904
-2882270841052454693,1.0
-8830820756194144783,0.9837864472312678
670296187480398959,0.9119971604966163
5755672890062977607,0.7597503900156007
5738094460499895551,0.9590991824296048
-7665066622706889405,0.9736892842430948
-2786001154506175276,0.9969681248177055
-2834453331876889227,
3795038485528464805,0.8182695721027486
8935335957693757271,0.9139812789515922
974786333841645225,0.8298359082501766
6616912476194898827,0.9634313586940982
-2555683551298886738,0.9675874136042659
-8270110559399763842,0.9673394919617887
-2761395891262138389,0.8248972714001264
-6797735977740245512,0.927376155873286
-1699013287606557786,0.8706517038725805
2945834115296599315,0.9785770158144109
-6152671228003344803,0.8961798354422452
-4877500979111398944,1.0
2180908486755018025,0.9875185476128131
-5808109178404451148,0.8834175889239276
-4812399888739059082,0.9379835112480659
3021061585797840209,0.8451500412957695
-5110171339682391983,0.9647719233667111
-1816240799142090061,0
-5962963588776939557,0.8927429625860674
5441411281255470421,0.9758345853902842
3009923076764060097,0.996783286828361
4362475612973408490,0.9614451037460152
-8985282600825632800,0.8636754412169445
-8379159545296212228,0.979134200432943
4869623695825197009,0.940964712160003
-6287835628916867887,0.9431978718202942
-3379211820178878927,0.9910445624633178
5753468052583427636,
3714863082091290959,0
8880878446675817803,0.8127891154390167
-8692093041318212588,0.8813525649594174
1723648347726358078,0.9594877298418832
-6732858677617602930,0.9828689990699007
7386212011339146581,0.9697554989333195
-26401044024280222,0.97047329638262
3289087656202623707,0.9224090139982306
4460239715735327306,0.880931976740842
-3662525776306974401,0.9848441589169287
5626921590597766540,0.9286206847218051
-1119814472601981400,0.7144149815880055
-2328419811456471739,0.9755194533976789
-4882048206656182224,0.8405761926135874
3337615796841930253,1.0
6641102817171004033,0.9304353327543466
5555636527546791159,0.97544720340051
-3326304224100786071,0.9743364323619548
5899991556453426748,0.9603888795489647
7235646170239225566,0.8360656296044483
-8881193089847653146,0.8906963788739788
5550419275923682351,0.3549828050867196
-5378748579860251503,0.8475368448804028
-4384790432981809367,
-3346311704388045134,0.9910240586915999
-8978955744356268921,0.8979334778882708
-1510698651428021090,0.8557078467777258
3655266338260984902,0.9706172448138988
4108072275610990353,0.8424643902959058
8220218936256154798,0.9657757201523972
-6250681429162438912,0.9891871010612902
5780054858486468208,0.9216930756588422
-9053478484375274406,0.9639197006198369
4919747171209411715,0.9412163612172197
2864275957596155312,0.9467792410579041
28255849811327939,0.9860563072542361
-7285582707213969170,0.9912747126164774
1827422797737592316,0.9264048050939497
-6196626817879438880,0.9318835323239981
-2057444418581103529,0.843095759879291
6720421112392653904,0.966987307041484
-9182183735938852042,0.9618354954536729
27800351459316986,
-3358237151640751403,0.9314303955048104
-3152230253008355728,0.9885562595464418
-735320942951364048,0.9017617631067872
-1478053122978754257,0.850226148314954
-1886191442981300792,0.7183797276957068
-8433756488979188283,0.9942701058767325
-4269116369333243091,0.989656920395172
-5254581315611212759,0.9599403122678056
3163643558857795540,0.9747699108935132
8407094926193803908,0.8531029065200314
-6881830147976483569,0.9532000970669166
-3303356727712180810,0.9781221288669173
-6584466910237419098,0.9829393275153844
-1013451500741008318,0.8843920299917134
2698229246111286471,0.9679599539509914
-5299742224160386347,0.9664237294440485
