id,corr
597482888244925439,0.963352238145214
-8804736012241496866,0.7134217205012462
-2784205553788283389,0.8594067143239575
-4163667823969277427,0.9360055522636961
3552812983800087189,0.9725908101294832
2706346246917668274,0.9509184447262456
4653730693664545715,0.984095336312593
4247699626393374160,0.9290841037107466
6962670823213779451,0.9638467246067048
9215439092645698092,0.9553896625328451
-8600080249341020165,0.9814416886812768
-6402062372968658256,0.8469036190160235
-2245865642014600894,0.9699323937206369
-8565901131316229741,0.9786631000258516
-4009282103120353591,0.8260192034190409
-795369910588989768,0.9918706263669378
-7953069587720831523,0.8912151251548397
8898624918093963190,0.9896380215529152
2233841196351765158,0.9938328760793367
-6045502999376153192,0.7423005492674493
1349145957645931961,0.9599829592396005
-6417966771790123446,0.9483486238532111
7719857027067017307,0.8555027103840934
-4897276883879247528,0.8756889483760981
4696726114405039675,0
5509079039427758230,0.8665019838831267
-2316650173778466960,0.9628190781794571
-1475701498144664345,0.9253351667239599
-1585390730585663097,0.964864396043451
-7221336373676436275,1.0
8995275844685777109,0.9505924710521997
5793451997011396719,0.9882902563907433
7645031637168148427,0.9715366105190786
-2882270841052454693,0.7606511696120847
-8830820756194144783,0.9676674687794936
670296187480398959,0.9098663382237105
5755672890062977607,0.8029598604222212
5738094460499895551,0.8542842049981108
-7665066622706889405,0.8879871575664323
-2786001154506175276,0.985712656717019
-2834453331876889227,
3795038485528464805,0.9696944570753135
8935335957693757271,0.9324953930198543
974786333841645225,
6616912476194898827,0.7017116011994426
-2555683551298886738,0.9514651915601929
-8270110559399763842,0.86448730136345
-2761395891262138389,0.9356478724866027
-6797735977740245512,0.9683964640681536
-1699013287606557786,0.9199888096237239
2945834115296599315,0.9865478786552818
-6152671228003344803,0.9609367576303778
-4877500979111398944,1.0
2180908486755018025,1.0
-5808109178404451148,0.8246468546482371
-4812399888739059082,0.9482592121521749
3021061585797840209,0.9765002098195553
-5110171339682391983,0.9615315005517849
-1816240799142090061,0
-5962963588776939557,0.7494754511120438
5441411281255470421,0.9597850445305519
3009923076764060097,0.8110277444158294
4362475612973408490,0.9452196914034827
-8985282600825632800,0.945787298588961
-8379159545296212228,0.9654746519724237
4869623695825197009,0.9667388024958591
-6287835628916867887,0.944844134805799
-3379211820178878927,0.9985440462302928
5753468052583427636,
3714863082091290959,0
8880878446675817803,0.8072225103098599
-8692093041318212588,0.8878002845395169
1723648347726358078,0.97201483992122
-6732858677617602930,0.9773904249792158
7386212011339146581,0.941972920696325
-26401044024280222,0.9144071534555219
3289087656202623707,0.9448617121343925
4460239715735327306,0.8831887945123584
-3662525776306974401,0.8657081202406209
5626921590597766540,0.9583047184658561
-1119814472601981400,0.7572935779816514
-2328419811456471739,0.9712336451374083
-4882048206656182224,0.8496620670692424
3337615796841930253,0.955937893411666
6641102817171004033,0.9664288711707933
5555636527546791159,0.9785198388208801
-3326304224100786071,0.940621140680352
5899991556453426748,0.9445793065542984
7235646170239225566,0.779041376758739
-8881193089847653146,0.8871891173911051
5550419275923682351,0.9341822012549809
-5378748579860251503,0.8217279174725984
-4384790432981809367,
-3346311704388045134,0.8891862591245175
-8978955744356268921,0.9839274200976329
-1510698651428021090,0.8262081730927252
3655266338260984902,0.9907492056664461
4108072275610990353,
8220218936256154798,0.9652293577981651
-6250681429162438912,0.9765217709269807
5780054858486468208,0.914806274415374
-9053478484375274406,0.9612237882433826
4919747171209411715,0.9468791562716418
2864275957596155312,0.9326387038572435
28255849811327939,0.8103547010246431
-7285582707213969170,0.9700591977480537
1827422797737592316,0.9896720203705616
-6196626817879438880,0.8910239164225185
-2057444418581103529,0.8142754160690087
6720421112392653904,0.9747669379720957
-9182183735938852042,0.9595730501988387
27800351459316986,0.8897194419391256
-3358237151640751403,0.9446196900273027
-3152230253008355728,0.9846100238919943
-735320942951364048,0.9048782137110551
-1478053122978754257,0.9380506004905542
-1886191442981300792,0.987564510992332
-8433756488979188283,0.9390257835769064
-4269116369333243091,0.9373006963619331
-5254581315611212759,0.9669051540838612
3163643558857795540,0.9875501346931872
8407094926193803908,0.8311688311688313
-6881830147976483569,0.9505789923451167
-3303356727712180810,0.9242424242424243
-6584466910237419098,0.8706354729201478
-1013451500741008318,0.9455340758993627
2698229246111286471,0.9591461691341089
-5299742224160386347,0.9374837315942385
